51.921440 4.461627 -19.363878 49469 0
51.921627 4.461275 -19.281569 49470 0
51.922195 4.461260 -19.363878 49470 0
51.922207 4.461240 -18.787691 49471 0
51.922222 4.461236 -19.281569 49473 0
51.922039 4.461592 -5.928628 49504 0
51.922123 4.461425 -6.667334 49509 0
51.922123 4.461168 -6.257283 49514 42
51.922077 4.460886 -5.846211 49517 105
51.922047 4.460662 -5.271286 49519 110
51.922016 4.460432 -6.011044 49521 110
51.921993 4.460200 -5.436128 49523 114
51.921970 4.459977 -5.682381 49525 96
51.921928 4.459772 -6.174869 49527 119
51.921875 4.459552 -6.422109 49529 118
51.921822 4.459347 -5.518548 49531 110
51.921787 4.459113 -5.682381 49533 137
51.921749 4.458880 -6.174869 49535 150
51.921726 4.458613 -5.682381 49537 180
51.921715 4.458358 -5.353708 49539 121
51.921677 4.458110 -6.832153 49541 150
51.921642 4.457863 -6.832153 49543 144
51.921612 4.457607 -5.682381 49545 147
51.921585 4.457343 -5.682381 49547 154
51.921547 4.457123 -6.586933 49549 108
51.921520 4.456872 -6.586933 49551 140
51.921497 4.456636 -5.846211 49553 108
51.921486 4.456419 -6.504521 49555 81
51.921494 4.456093 -6.996970 49558 114
51.921482 4.455860 -6.586933 49560 129
51.921444 4.455635 -6.832153 49562 130
51.921406 4.455417 -6.667334 49564 108
51.921432 4.455150 -6.422109 49567 63
51.921387 4.454852 -6.339696 49570 72
51.921268 4.454633 -5.025024 49574 50
51.921165 4.454422 -6.257283 49577 88
51.921055 4.454175 -6.422109 49580 95
51.920986 4.453973 -6.257283 49582 116
51.920948 4.453747 -7.818002 49584 90
51.920898 4.453510 -6.093459 49586 184
51.920845 4.453285 -6.586933 49588 130
51.920807 4.453057 -5.846211 49590 141
51.920776 4.452810 -6.586933 49592 144
51.920738 4.452567 -5.846211 49594 133
51.920692 4.452335 -6.832153 49596 148
51.920647 4.452102 -6.093459 49598 151
51.920612 4.451835 -5.846211 49600 142
51.920567 4.451577 -5.599962 49602 170
51.920513 4.451340 -5.682381 49604 140
51.920475 4.451107 -5.518548 49606 136
51.920437 4.450887 -6.093459 49608 123
51.920406 4.450627 -6.749743 49610 139
51.920361 4.450380 -6.749743 49612 138
51.920307 4.450157 -5.846211 49614 141
51.920265 4.449914 -6.093459 49616 166
51.920219 4.449680 -5.763794 49618 166
51.920147 4.449447 -5.928628 49620 149
51.920082 4.449207 -5.928628 49622 198
51.920021 4.448977 -6.586933 49624 186
51.919956 4.448750 -6.174869 49626 159
51.919888 4.448515 -5.436128 49628 150
51.919861 4.448292 -6.749743 49630 146
51.919762 4.448060 -6.996970 49633 55
51.919567 4.448007 -7.160780 49636 132
51.919456 4.447865 -6.093459 49638 134
51.919353 4.447720 -5.353708 49640 131
51.919224 4.447465 -5.107447 49643 101
51.919098 4.447238 -3.710186 49646 118
51.919010 4.447065 -5.271286 49648 105
51.918888 4.446830 -4.860176 49651 94
51.918793 4.446665 -3.710186 49653 100
51.918659 4.446456 -2.970265 49656 86
51.918522 4.446277 -4.367626 49659 68
51.918362 4.446123 -3.875052 49662 87
51.918251 4.445992 -2.723948 49664 103
51.918102 4.445770 -2.723948 49667 105
51.917973 4.445523 -2.888830 49670 114
51.917866 4.445380 -1.409825 49672 98
51.917683 4.445253 -1.820067 49675 89
51.917500 4.445152 -1.984963 49678 103
51.917309 4.445038 -2.148851 49681 102
51.917137 4.444925 -1.820067 49684 94
51.916981 4.444807 -0.833650 49687 62
51.916870 4.444588 -1.902515 49690 85
51.916801 4.444388 -0.258449 49692 97
51.916744 4.444185 -0.504824 49694 123
51.916664 4.443917 -1.162466 49697 102
51.916592 4.443614 -1.081017 49700 120
51.916534 4.443407 -1.162466 49702 136
51.916470 4.443203 1.138960 49704 123
51.916409 4.442917 -1.162466 49707 75
51.916298 4.442692 -0.504824 49710 98
51.916206 4.442513 -0.669741 49712 114
51.916142 4.442325 -1.737617 49714 121
51.916065 4.442127 -0.587283 49716 118
51.915993 4.441905 -1.327373 49718 147
51.915932 4.441705 -1.737617 49720 115
51.915867 4.441478 -1.573722 49722 152
51.915806 4.441255 -2.723948 49724 146
51.915741 4.441041 -0.916106 49726 147
51.915672 4.440817 -1.081017 49728 157
51.915600 4.440585 -2.723948 49730 133
51.915531 4.440363 -2.066405 49732 139
51.915459 4.440155 -1.820067 49734 141
51.915379 4.439932 -1.820067 49736 162
51.915298 4.439715 -2.478631 49738 146
51.915215 4.439480 -1.327373 49740 144
51.915138 4.439277 -2.313742 49742 153
51.915058 4.439072 -2.970265 49744 161
51.914986 4.438850 -1.737617 49746 169
51.914925 4.438627 -2.806390 49748 130
51.914848 4.438416 -1.737617 49750 157
51.914780 4.438189 -1.737617 49752 171
51.914696 4.437957 -1.984963 49754 158
51.914639 4.437747 -1.244920 49756 167
51.914566 4.437510 -3.875052 49758 208
51.914482 4.437270 -2.231297 49760 184
51.914406 4.437027 -2.970265 49762 172
51.914333 4.436810 -1.162466 49764 139
51.914268 4.436598 -0.833650 49766 126
51.914185 4.436393 -2.148851 49768 134
51.914120 4.436167 -1.573722 49770 159
51.914055 4.435942 -2.806390 49772 161
51.914001 4.435699 -1.491271 49774 159
51.913952 4.435460 -2.066405 49776 124
51.913898 4.435253 -1.244920 49778 119
51.913849 4.435007 -1.409825 49780 135
51.913803 4.434780 -1.655167 49782 145
51.913738 4.434523 -2.478631 49784 167
51.913666 4.434302 -2.396187 49786 149
51.913597 4.434080 -0.833650 49788 158
51.913525 4.433846 -1.162466 49790 166
51.913452 4.433605 -2.723948 49792 187
51.913383 4.433360 -1.655167 49794 191
51.913311 4.433182 -0.669741 49796 152
51.913242 4.432968 -0.504824 49798 154
51.913197 4.432672 0.809579 49801 107
51.913197 4.432436 -0.340910 49803 109
51.913239 4.432209 -1.409825 49805 123
51.913280 4.431982 0.317287 49807 140
51.913319 4.431750 -1.737617 49809 138
51.913357 4.431517 0.399250 49811 140
51.913368 4.431288 0.317287 49813 139
51.913422 4.431000 -0.669741 49816 53
51.913437 4.430935 0.564185 49835 0
51.913422 4.430940 0.892049 49876 0
51.913460 4.430723 -0.094531 49889 25
51.913479 4.430480 -1.081017 49892 66
51.913502 4.430248 -0.094531 49894 114
51.913536 4.430003 -0.998562 49896 173
51.913563 4.429737 -0.587283 49898 204
51.913570 4.429470 -0.176993 49900 215
51.913563 4.429175 -0.012068 49902 233
51.913551 4.428867 1.878723 49904 247
51.913544 4.428538 -0.094531 49906 261
51.913540 4.428226 0.070396 49908 264
51.913544 4.427917 -0.012068 49910 274
51.913548 4.427613 -0.094531 49912 245
51.913544 4.427320 -0.587283 49914 252
51.913544 4.427035 -0.094531 49916 202
51.913544 4.426762 -1.162466 49918 213
51.913555 4.426485 -1.491271 49920 202
51.913578 4.426219 -0.012068 49922 251
51.913605 4.425943 -1.081017 49924 236
51.913624 4.425655 -0.258449 49926 255
51.913696 4.425377 1.138960 49928 242
51.913715 4.425085 -0.423370 49930 249
51.913708 4.424827 0.399250 49932 224
51.913681 4.424557 0.234822 49934 218
51.913700 4.424297 0.645144 49936 193
51.913715 4.424025 -0.176993 49938 192
51.913727 4.423728 -0.587283 49940 239
51.913757 4.423425 1.138960 49942 240
51.913776 4.423125 0.481717 49944 236
51.913795 4.422823 0.399250 49946 241
51.913822 4.422534 0.481717 49948 257
51.913834 4.422224 0.070396 49950 227
51.913853 4.421947 0.564185 49952 242
51.913872 4.421659 0.727613 49954 223
51.913891 4.421383 -0.094531 49956 213
51.913910 4.421103 -1.737617 49958 225
51.913921 4.420820 -0.094531 49960 219
51.913937 4.420532 0.152357 49962 201
51.913952 4.420247 -0.751193 49964 222
51.913963 4.419963 -0.423370 49966 213
51.914001 4.419708 1.303403 49968 217
51.914017 4.419422 -0.998562 49970 215
51.914032 4.419143 -0.833650 49972 234
51.914047 4.418852 -1.244920 49974 226
51.914066 4.418577 0.152357 49976 215
51.914089 4.418298 0.070396 49978 233
51.914108 4.418000 0.892049 49980 225
51.914127 4.417713 2.125657 49982 229
51.914143 4.417437 -0.833650 49984 213
51.914162 4.417151 1.056488 49986 204
51.914173 4.416865 -0.094531 49988 226
51.914196 4.416584 -0.340910 49990 211
51.914211 4.416298 0.152357 49992 225
51.914227 4.416015 -0.587283 49994 213
51.914246 4.415725 0.564185 49996 231
51.914249 4.415442 0.645144 49998 212
51.914257 4.415155 -0.176993 50000 213
51.914268 4.414883 -0.669741 50002 192
51.914280 4.414627 0.070396 50004 191
51.914291 4.414355 -0.258449 50006 185
51.914307 4.414082 0.481717 50008 197
51.914322 4.413806 -1.244920 50010 195
51.914337 4.413535 -0.176993 50012 195
51.914349 4.413257 0.727613 50014 198
51.914356 4.412980 1.221433 50016 202
51.914360 4.412715 1.631794 50018 190
51.914371 4.412436 0.399250 50020 200
51.914371 4.412130 -1.244920 50022 221
51.914371 4.411865 -0.587283 50024 231
51.914387 4.411593 -0.833650 50026 248
51.914413 4.411308 -0.504824 50028 235
51.914455 4.411022 -1.984963 50030 212
51.914501 4.410742 -0.094531 50032 191
51.914520 4.410491 -0.669741 50034 182
51.914536 4.410237 -1.737617 50036 178
51.914547 4.409966 0.070396 50038 178
51.914570 4.409719 -1.244920 50040 157
51.914597 4.409485 -0.833650 50042 123
51.914631 4.409232 -0.504824 50045 34
51.914661 4.409037 -1.655167 50056 23
51.914673 4.408757 -0.340910 50060 59
51.914703 4.408458 -0.012068 50063 98
51.914719 4.408216 -1.655167 50065 124
51.914742 4.407987 0.317287 50067 138
51.914768 4.407762 -0.340910 50069 124
51.914791 4.407520 -0.340910 50071 142
51.914810 4.407265 -0.423370 50073 147
51.914833 4.407018 -1.244920 50075 159
51.914860 4.406765 -0.094531 50077 163
51.914883 4.406513 -0.504824 50079 172
51.914898 4.406249 -1.081017 50081 191
51.914894 4.405982 -1.984963 50083 173
51.914913 4.405726 -0.833650 50085 162
51.914936 4.405457 -1.162466 50087 165
51.914967 4.405185 -0.176993 50089 157
51.915001 4.404917 -1.984963 50091 152
51.915024 4.404665 0.809579 50093 157
51.915024 4.404427 -0.012068 50095 143
51.915012 4.404185 0.152357 50097 144
51.915009 4.403897 -1.409825 50100 67
51.914982 4.403665 -0.669741 50103 66
51.914944 4.403389 0.317287 50106 79
51.914890 4.403118 -1.409825 50109 78
51.914795 4.402880 -1.491271 50112 57
51.914722 4.402648 -0.669741 50116 27
51.914669 4.402391 -1.491271 50120 41
51.914619 4.402123 -0.587283 50123 69
51.914543 4.401847 -1.820067 50126 82
51.914410 4.401620 -0.423370 50129 106
51.914265 4.401567 0.317287 50131 106
51.914124 4.401536 -1.081017 50133 103
51.913990 4.401485 -0.751193 50135 106
51.913868 4.401387 0.152357 50137 139
51.913769 4.401198 -1.984963 50139 155
51.913685 4.400985 -0.751193 50141 157
51.913589 4.400802 -1.491271 50143 138
51.913498 4.400630 -2.641506 50145 121
51.913364 4.400432 -2.559063 50148 41
51.913258 4.400247 -2.559063 50151 114
51.913143 4.400068 -1.409825 50153 196
51.913017 4.399890 -1.327373 50155 180
51.912903 4.399708 -1.409825 50157 172
51.912777 4.399550 -1.820067 50159 161
51.912632 4.399420 -2.723948 50161 142
51.912567 4.399225 -2.641506 50163 84
51.912575 4.398985 -2.478631 50165 109
51.912640 4.398687 -2.806390 50168 -85
51.912746 4.398528 -3.135143 50170 139
51.912842 4.398352 -5.436128 50172 135
